jbovla	lojbo	glico
ckana	au mi vreta le ckana	I want to lie down in bed.
ckape	ka'e ckape le nu do kanro vau fa le nu do zukte le se stidi be la kevin	It can be dangerous for your health to do what Kevin suggested.
ckape	do jai se ckape fai le nu do co'a bilma	You are at risk of getting ill.
ckasu	le pendo pu ckasu mi le ka cadzu tai ma kau vau le ka cusku le mabla	The friend mocked at the manner I walk by saying bad words.
ckeji	le mamta be mi pu ckeji le nu mi tarti ma kau vau lei prenu	My mother was ashamed in front of the crowd of my conduct.
ckiku	ti ckiku le xunre vorme i ma ckiku le jaspu be do	What is the password to your account?
ckiku	mi mo'u cirko le pe mi ckiku	I lost my keys.
ckilu	le ka mitre ma kau cu ckilu le ka te sepli ma kau ma kau	Metric scale measures the distance between two points.
ckilu	.i le ka skari cu ckilu le nu le stizu cu xunre	Having a color is the scale of the chair being red.
ckini	mi na jimpe le du'u makau te ckini le panci le jai se vecnu be fi do	I don't understand the relation between the smell and your purchases.
ckini	ti'e le sance cu ckini le barda mabru le ka ce'u cupra ce'u fau le nu ri pagre ti	They say the sound is related to a large mammal that produces it while passing here.
ckini	le nu da'i mi pu zvati la nipon cu ckini fi no da	The fact that I was in Japan is totally irrelevant.
ckire	mi ckire do le mi'u ka sidju mi	Thank you for helping me.
ckire	ckire fi le balvi	Thanks in advance.
ckule	ti ckule le bu'u gugde le ve mikce le citno tadni	This is a medical school serving in this area teaching therapy methods to young students.
ckule	mi ve ckule fi le ralju	I'm in primary school.
ckunu	xu le tsiju be ti noi ckunu cu kukte	Are pine nuts of this conifer tasty?
cladu	le zgike cu cladu le bu'u kumfa ku ji'a	The music is loud even when you are in this room.
clani	la tom cu clani le ka sraji	Tom is tall.
clani	le cmana cu clani	The mountain is high.
clani	le nu penmi pu clani le ka se ditcu	The meeting was long.
clani	clani le ka mitre li re	The length is two meters.
claxu	mi claxu le ka djica le ka citka	I lack the desire to eat.
claxu	si'au do claxu le ka cinmo da	Looks like you lack any emotions.
claxu	mi claxu su'o penbi	I don't have a pen.
clika	ti clika fi le rokci	This is moss growing on rocks.
clira	le nu la alis cu cliva le mi'u briju pu clira le se sruma be mi	Alice leaving the office was early according to my assumption.
clite	do pu na clite le ka cusku le se du'u le mi'u ctuca na drani	You wasn't polite in saying that the teacher isn't right.
cliva	ra pu cliva le mi'u kumfa pa canko	He left the room via a window.
clupa	ko jai se torni le mi'u skori ja'e le nu ri clupa	Twist the rope into a loop.
cmaci	mi tadni le cmaci be le klani	I study arithmetic (mathematics of quantity).
cmalu	le nu penmi ba cmalu le ka ditcu	The meeting will be short in duration.
cmalu	le mi'u cukta cu cmalu le ka jai vajni	The book is of little importance.
cmana	so'i da cmana le bu'u tumla	This land has a lot of mountains.
cmavo	zo ka cmavo ma'oi nu	{ka} is a grammatical particle of class "NU" (clause prefix)
cmene	.i ma cmene do	What is your name?
cmene	.i mi se cmene zo .bab.	My name is Bob.
cmene	.i le bruna be mi mi te cmene zo ractu	My brother calls me "Rabbit"
cmene	le kamni pu xusra le du'u le prenu pu zukte no le se cmene be lu na'e drani li'u bei le kamni	The committee asserted that the person had done nothing "incorrect" (quoting the committee's words).
cmevla	zo lojban cmevla	"Lojban" is cmevla.
cmila	ra pu co'a cmila	She started laughing.
cmima	mi cmima pa kamni pe le mi'u gugde	I am a member of a state committee.
cmoni	le mi'u prenu pu cmoni zo a le ka gleki	The person uttered "A!" expressing his happiness.
cnano	le ki'ogra be li ci cu cnano le ka se junta vau le ca zi jbena	3 kilograms is a normal weight of newborns.
cnebo	le cnebo be le za'u vi ninmu cu clani	These women have long necks.
cnemu	mi pu cnemu le mi'u gerku le ka bevri le grana vau le ka te cpacu le sakta le mi'u gerku	I rewarded the dog for bringing the stick by giving it sugar.
cnici	le mi'u kerfa cu cnici le ka se ganzu fi le carmi	The hair is neat in being organized into a shining part.
cnino	.i do cnino mi le ka kakne le ka limna	This is news to me that you can swim.
cnino	.i cnino fa no cnita be le solri	Nothing is new under the Sun.
cnisa	ra pu troci le ka zbasu le solji le cnisa	He tried to make gold out of lead.
cnita	le mi'u pelji cu cnita le mi'u cukta	The paper is below the book.
co	lu le ractu co melbi li'u dunli lu le melbi ractu li'u	"Pretty bunnies" is the same as "bunnies, the pretty".
co'a	pu co'a ru'i carvi	It started raining.
co'a	le plise co'a fusra	The apple has begun to decay.
co'a	co'a pelxu	It's turning yellow.
co'a	do pu co'a lazni	You became lazy.
co'e	mu'i ma do co'e mi	Why are you doing this to me?
co'e	za'o co'e	It's going on for too long.
co'e	.ei do troci le ka co'e bu'u lo drata	You should try it somewhere else.
co'i	mi pu co'i nai citka pa mango ca le nu ra co'i klama le nenri	I was eating a mango when she entered.
co'i	mi co'i cirko	I've lost it.
co'o	co'o le tumla pe mi	Goodbye, my land!
co'o	co'o ro do	Goodbye to all of you!
co'oi	co'oi le pendo be mi	Ciao, my friend!
co'u	mi pu co'u pinxe le stasu	I sopped eating a soup.
coi	coi le munje	Hello, world!
coi	coi ro do	Hello, everyone!
cokcu	le mi'u verba cu cokcu le ladru le tatru le moklu	Children suck up milk from breast into the mouth.
condi	ti voi xamsi cu condi le ka sraji vau le sefta be vo'a	This sea is deep in separating its bottom from its surface.
condi	e'o do bevri le pa condi kabri	Please, bring a deep glass.
cortu	mi cortu le xance	My hand hurts.
cortu	mi cortu le galxe be mi	I have a sore throat.
cpacu	mi ba cpacu le grute mi	I'll get fruits for myself.
cpacu	mi ne le xance pu te cpacu fi la kevin fe le dakfu	I handed Kevin a knife.
cpana	su'o bisli cu se cpana le cmana	There is ice on top of the mountain.
cpare	ra pu mo'u cpare le mi'u cmana	She has climbed on the mountain.
cpedu	le mi'u nanmu pu cpedu le ka jai gau kalri fai le mi'u vorme vau mi ta'i le ka jai gau muvdu fai le xance	The man asked me to open the door by moving his hand.
cpina	le mi'u sanso cu cpina	The sauce is hot.
cpina	le mi'u panci cu cpina	The smell is irritating.
cradi	ti cradi le vajni notci le tordu boxna le se bevri	This is a radio transmitter sending important messages on short waves to portable receivers.
crane	pa tricu cu crane la alis la kevin	A tree is before (in front of) Alice from Kevin's position.
crane	pa tricu cu crane mi	A tree is in front of me.
crane	pa ctino cu pagre bu'u le crane be le mi'u lunra	A shadow passed before the moon.
creka	do poi dasni le creka cu simlu le ka stati	You look smart in the shirt.
crepu	ra crepu le vanjba le mi'u purdi	She is harvesting grapes from the garden.
cribe	le cribe cu se zdani le vi boske	Bears live in this forest.
crida	fi mi pu lisri pa da le za'u crida	I told a story about fairies.
crino	ca le crisa le pezli poi crino co'a xunre	In the fall leaves that are green, turn red.
cripu	mi'a muvdu fo le cripu be pa rirxe bei pa tcadu jo'u le nurma	We are moving over the bridge across a river that connects a city and the rural zone.
crisa	ca crisa le re no no mu moi be le nanca ti	Now it's summer of year 2005 at my place.
critu	xu ca critu le re no no mu moi be le nanca do	Is it now autumn of year 2005 at your place?
ctaru	le ctaru be le xamsi cu barda	The tide in the sea is high.
ctebi	le se dekpu be le ctebi be le mi'u vlagi cu banzu le nu le panzi cu pagre	The size of the hole of the vagina is enough for the child to pass.
cteki	le prenu pu na nelci le noi cnino vau cteki be le ka ralte le bakni bei ro le xabju bei lei turni	People didn't like the new tax on keeping cows levied against everyone by the government.
cteki	le rupnu be li re mu cu cteki le ka ralte le bakni	25 dollars is the tax for keeping cows.
ctile	ti minji le nu cokcu le ctile	This is a machine for pumping out oil.
ctino	mi pu terpa tu'a le ctino be le tricu bei le mi'u lunra	I was afraid of shadows of trees in moonlight.
ctuca	le mi'u prenu pu ctuca mi'a le traji tasmi be le nu tavla fo la lojban	The person taught us the best style of speaking Lojban.
ctuca	le mi'u mamta cu ctuca le mi'u verba le du'u le nu cladu tavla na se clite	The mother taught the child that talking loud isn't polite.
ctuca	le mi'u laldo pu ctuca mi le tadji be le nu na ganse le ka cortu	The old one taught me the method of not feeling the pain.
cu	lei rirni cu zvati ti ca	The parents are here now.
cu'e	lu do cu'e vitke la nipon li'u lu pu'o li'u	"Have you been to Japan?" "I'm about to."
cu'e	lu le mi'u penbi cu'e zvati li'u lu pu vu li'u	"Where is the pen?" "It was over there."
cu'i	au cu'i le bruna mo'u klama	The brother arrived, meh.
cu'o	le nu casnu cu su'o cu'o le nu le mi'u jatna cu klama	The discussion is possible if the boss comes.
cu'o	le nu mi ricfu cu ro cu'o le nu mi ponse le megdo be le rupnu	Had I a million dollars I'd be rich.
cu'u	cu'u la gleki la lojban cu vlipa bangu	As said by La Gleki, Lojban is a powerful language.
cukla	le mi'u lunra noi pelxu gi'e cukla gi'e carmi cu zvati le tsani	The Moon, yellow, round and bright, is in the sky.
cukta	mi tcidu fi pa cukta be le cinri	I read a book with an interesting content (an interesting book).
culno	le mi'u lanka cu culno le pelji	The basket is full of paper.
cumki	.i cumki fa le nu la .alis. ba jai lerci	It's possible that Alice will be late.
cumla	mi'ai pu cumla le ka kanpe ma kau	We were modest in our expectations.
cunmi	le jipci cu citka le cunmi	Hens eat millet.
cunso	le cabna be le nu ra mo'u klama cu pu cunso	When would he come was unpredictable.
cuntu	ra pu se cuntu le zekri	He was involved in a crime.
cupra	le karce cu cupra le nejni le ka jai gau jelca le livla	Car produces energy by burning fuel.
cupra	le tricu cu se cupra le grute	Trees come from fruits.
curmi	le saske cu curmi le nu jimpe le munje	Science allows understanding the world.
curmi	le mi'u canko cu curmi le nu le vifne vacri cu pagre	The window permits the passage of the fresh air.
curnu	le mi'u cipni mo'u kavbu le curnu	The bird caught a worm.
curve	ti noi djine cu curve le ka solji	This ring is of pure gold.
cusku	.i ba ku mi cusku fi ra fe lu do mutce le ka xendo li'u	And then I said to her: "You are very kind."
cusku	.i do pu cusku le se du'u do ba gasnu le katna be le nanba	You said that you would cut the bread.
cutci	ti noi prenu cu zbasu le cutci be le sufti	This person makes horseshoes.
cutne	le mi'u nanla pu ca'o jgari le gerku re'o le cutne	The boy was holding the dog near the chest.
cuxna	mi nu'o mo'u cuxna le ka zukte ma kau	I haven't yet decided what to do.
cuxna	nandu fa le ka cuxna	It's hard to choose.
cuxna	mi pu cuxna la alis le nixli	I chose Alice from the girls.
cuxna	la alis pu cuxna le blanu le taxfu	Alice chose the blue dress out of all.
cuxna	mi pensi cuxna le nu mi citka ma kau	I'm thinking about what to eat.
da	mi se bruna da	I have a brother.
da	mi nelci ro da	I like everything.
da'a	da'a re prenu pu zvati va	All but two people were present there.
da'i	da'i mi ricfu	I could be rich.
da'i	da'i nai mi se zdani le daplu	I do live on an island.
dacru	pa junla ca cpana le se dacru be le barda	A clock stands on a chest of big drawers.
dacti	tu noi dacti cu mo	What is that object over there?
dadjo	le mi'u tcaci cu dadjo	The tradition is Taoist.
dai	oi ro'o dai tuple doi le mi'u cifnu	I know it hurts, baby!
dai	do jinga ui dai	You won, yay you!
dai	ui nai dai le gerku pe do co'a morsi	You must be sad, your dog died.
dakfu	ti dakfu le nanba	This is a knife for cutting bread.
dakli	mi ba bevri pa dakli be le tamca le nenri	I will take a bag of tomatoes inside.
damba	mi pu damba le mensi be mi le du'u ma kau klama ka'ai lei rirni	I fought with my sister of who would go with parents.
damri	le mi'u nakni pu zgipli pa damri be le xance	He was playing a hand struck drum.
damva'u	le mi'u prenu cu damva'u le se panci be le mabla	The person smokes something that has a shitty smell.
dandu	le mi'u smani pu dandu le galtu jimca le rebla	The monkey was hanging its tail from a high branch.
danfu	le ka pilno le drata ckiku cu danfu le tadji be le ka jai gau karli fai le mi'u vorme	Using another key is the answer to the problem of opening the door.
danlu	mi pu viska pa danlu bu'u le mi'u boske i le mi'u danlu cu jutsi ma	I saw an animal in the forest. What species does it belong to?
danmo	le danmo be le noi ca'o jelca vau tricu co'a denmi	The smoke from the burning trees is becoming dense.
danre	le brife cu danre le falnu	Wind puts pressure on the sail.
dansu	e'u mi'o dansu le ca zgike	Let's dance to this music.
danti	pa danti be le cecla mo'u muvdu le dinju	A bullet from a gun reached the house.
daplu	fe'e ro roi le daplu lo remna cu xabju	People live all over the island.
dapma	le cizra pu dapma le virnu le nu ri ba zi morsi	The monster cursed the brave person to die soon.
dargu	da bisli vi'a le mi'u dargu	There is ice on the road.
darlu	lei enge pu darlu le nu le mi'u dargu cu se stuzi le berti vau le nu le mi'u dinju cu se zbasu fi le rokci	Engineers argued for the road to be located to the north and against the house to be built of rock.
darno	le mi'u muzga cu darno ti	The museum is far from here.
darno	le jungo bangu cu darno le glico bangu le ka va'o ce'u ma kau tarmi le nu bacru	Chinese language is far from English in the manner of pronunciation.
darsi	la edvard ca darsi le ka na cusku le jetnu la tom	Eduard dares not tell Tom the truth.
darxi	mi pu darxi le xedja be ra le xance	I hit his jaw with hand.
darxi	mi pu darxi la alis le zunle jamfu be mi le betfu	I kicked Alice with my left foot in the belly.
daski	mi pu punji le xance be mi le daski be le kosta pe mi	I put my hand into the pocket of my coat.
dasni	e'o do co'a dasni le cutci	Please put on your shoes.
dasni	le mi'u nixli cu dasni le creka le skaci	The girl wears a shirt as a skirt.
daspo	ra pu daspo le ka kanro	He ruined his health.
daspo	le fagri pu daspo ci me le dinju	The fire destroyed three of the buildings.
dasri	le jai se dunda pu se bakfu fi le pa dasri	The gift was tied with a ribbon.
datka	so'o datka ru'i limna le mi'u lalxu	Several ducks are swimming in the lake.
datni	le ka zukte le zekri cu datni le mi'u nanmu le ka zgana le se zukte be ce'u	Being a criminal are the data about the man collected by monitoring his actions.
datni	ai mi tavla do le datni be fi le cipra	I'm going to talk to you about experimental data.
dau	ei mi'o denpa ze'a le djedi be li dau	We should wait for 10 days.
dau'i	ju'o la alis ba mo'u klama	I'm sure Alice will arrive.
dau'i	ju'o dau'i ji'a la kevin ba vitke mi'a	And I'm equally sure that Kevin will visit us.
de	ro da poi ke'a sinma ke'a cu se sinma ro de poi ke'a sinma di	Everyone who respects oneself is respected by everyone who respects someone.
de'a	le mi'u fetsi pu de'a vasxu	She ceased to breathe.
de'a	mi de'a jundi	I won't be paying attention for a while.
de'e	de'e cinri jufra i au do tirna mi i le xunre cu srana le nu fengu	The utterance that comes is interesting. I'd like you to listen to me. Red is related to the state of being angry.
de'i	de'i li ly ci dy pa mu mi pu zvati la nipon	On March 15 I was in Japan.
de'i	de'i li cy pa ci mi'a cliva	We leave at 1 pm.
de'i	mi'a cliva de'i li cy so my ci no	We leave at 9:30
de'u	sei suksa co'a gusni bu'u le darno i ba bo le mi'u gusni cu canci i ro le mi'u re mei pu troci le ka ganse le mi'u gusni vau za'u re'u i ku'i le mi'u re mei na pu djuno le du'u xu kau la'e de'e cu du le sinxa poi le mi'u re mei ze'u kanpe tu'a ke'a	Suddenly a light appeared far away and then the light disappeared. They both tried to observe it once again. But they didn't know whether that was the sign they had been expecting for so long.
